============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Oct 08 2021  03:22:33 am
  Module:                 axis_accelerator_asic
  Operating conditions:   NCCOM 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                                Leakage      Dynamic        Total     
               Instance                 Cells  Power(nW)    Power(nW)     Power(nW)   
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
      Ca[0].Ga[0..2].Ma[13].ACC           133    4832.955    281917.858    286750.813 
        add_31_23                          57    2705.490    112806.949    115512.439 
          RC_CG_HIER_INST389                1      34.558      4561.883      4596.441 
        RC_CG_HIER_INST387                  1      34.743      9793.374      9828.117 
        RC_CG_HIER_INST388                  1      34.558      4561.883      4596.441 
        REG                                 0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
      Ca[0].Ga[0..6].Ma[13].ACC           133    4832.918    282302.744    287135.662 
        add_31_23                          57    2705.485    113148.752    115854.236 
          RC_CG_HIER_INST215                1      34.558      4579.742      4614.300 
        RC_CG_HIER_INST213                  1      34.743      9793.374      9828.117 
        RC_CG_HIER_INST214                  1      34.558      4579.742      4614.300 
        REG                                 0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
      Ca[0].Ga[0..5].Ma[13].ACC           133    4832.753    282281.599    287114.352 
        add_31_23                          57    2705.318    113335.172    116040.491 
          RC_CG_HIER_INST186                1      34.558      4561.883      4596.441 
        RC_CG_HIER_INST184                  1      34.743      9793.374      9828.117 
        RC_CG_HIER_INST185                  1      34.558      4561.883      4596.441 
        REG                                 0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
      Ca[0].Ga[0..4].Ma[13].ACC           133    4832.705    282207.468    287040.173 
        add_31_23                          57    2705.290    113350.720    116056.010 
          RC_CG_HIER_INST157                1      34.558      4579.742      4614.300 
        RC_CG_HIER_INST155                  1      34.743      9793.374      9828.117 
        RC_CG_HIER_INST156                  1      34.558      4579.742      4614.300 
        REG                                 0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
      Ca[0].Ga[0..2].Ma[13].ACC           133    4832.609    281762.594    286595.203 
        add_31_23                          57    2705.144    113122.184    115827.328 
          RC_CG_HIER_INST99                 1      34.558      4561.883      4596.441 
        RC_CG_HIER_INST97                   1      34.743      9793.374      9828.117 
        RC_CG_HIER_INST98                   1      34.558      4561.883      4596.441 
        REG                                 0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
      Ca[0].Ga[0..9].Ma[13].ACC           133    4832.598    282269.264    287101.862 
        add_31_23                          57    2705.140    112710.947    115416.086 
          RC_CG_HIER_INST302                1      34.558      4561.883      4596.441 
        RC_CG_HIER_INST300                  1      34.743      9793.374      9828.117 
        RC_CG_HIER_INST301                  1      34.558      4561.883      4596.441 
        REG                                 0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
          data_out_r..]_state_point         0       0.000         0.000         0.000 
