============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
        MUL                                       multiplier_raw_339                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_339                                         94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[6].Ma[51].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    537.667    165.279      702.947 
        MUL                                       multiplier_raw_627                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_627                                         94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[3].Ma[84].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_372                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_372                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[2].Ma[63].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_255                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_255                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[93].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_381                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_381                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[90].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_474                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_474                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[89].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_473                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_473                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[88].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_472                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_472                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[87].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_471                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_471                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[86].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_470                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_470                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[85].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
        MUL                                       multiplier_raw_469                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_469                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[84].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    536.609    164.804      701.413 
