============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Nov 16 2021  09:02:13 am
  Module:                 axis_accelerator_asic
  Technology libraries:   scadv10_cln65gp_hvt_tt_1p0v_25c 1.0
                          physical_cells 
  Operating conditions:   tt_1p0v_25c 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                     Instance                                           Module                        Cell Count   Cell Area   Net Area   Total Area 
-----------------------------------------------------------------------------------------------------------------------------------------------------
        MUL                                       multiplier_raw_357                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_357                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_357               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[70].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_358                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_358                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_358               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[71].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_359                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_359                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_359               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[72].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_360                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_360                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_360               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[60].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_444                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_444                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_444               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[61].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_445                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_445                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_445               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[62].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_446                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_446                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_446               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[63].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_447                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_447                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_447               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[64].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_448                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_448                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_448               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[67].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_451                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_451                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_451               25     199.200      0.000      199.200 
