============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Nov 16 2021  09:03:24 am
  Module:                 axis_accelerator_asic
  Operating conditions:   tt_1p0v_25c 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                            Leakage      Dynamic        Total     
             Instance               Cells  Power(nW)    Power(nW)     Power(nW)   
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.188    300643.226    304441.414 
        MUL                           138    2147.280    179381.913    181529.193 
        ACC                            74    1319.728     94950.542     96270.270 
          REG                          25     367.691     50013.113     50380.804 
            RC_CG_HIER_INST75           1      11.593      3129.841      3141.434 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.155    186772.826    190570.981 
        MUL                           138    2147.963    110882.522    113030.485 
        ACC                            74    1314.141     64628.271     65942.412 
          REG                          25     363.284     33668.004     34031.288 
            RC_CG_HIER_INST14           1      11.593      3126.542      3138.135 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.153    184395.462    188193.615 
        MUL                           138    2147.963    108526.198    110674.161 
        ACC                            74    1314.207     64594.450     65908.656 
          REG                          25     363.294     33703.716     34067.010 
            RC_CG_HIER_INST111          1      11.593      3126.542      3138.135 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.113    186728.877    190526.990 
        MUL                           138    2147.963    111086.860    113234.823 
        ACC                            74    1314.113     64380.024     65694.138 
          REG                          25     363.260     33581.488     33944.748 
            RC_CG_HIER_INST29           1      11.593      3126.542      3138.135 
      Ca[0].Ga[0..SSING_ELEMENT       237    3798.109    186281.802    190079.911 
        MUL                           138    2147.963    110697.149    112845.112 
        ACC                            74    1314.162     64309.996     65624.158 
          REG                          25     363.295     33565.727     33929.021 
            RC_CG_HIER_INST62           1      11.593      3126.542      3138.135 
      Ca[0].Ga[0..SSING_ELEMENT       238    3798.079    185566.350    189364.429 
        MUL                           139    2152.423    112055.093    114207.516 
        ACC                            74    1309.596     62372.524     63682.119 
          REG                          25     362.744     33878.776     34241.520 
            RC_CG_HIER_INST101          1      11.593      3126.557      3138.150 
      Ca[0].Ga[0..SSING_ELEMENT       238    3798.079    183535.423    187333.502 
        MUL                           139    2152.423    110036.836    112189.259 
        ACC                            74    1309.596     62359.853     63669.449 
          REG                          25     362.744     33880.576     34243.320 
            RC_CG_HIER_INST100          1      11.593      3128.299      3139.893 
      Ca[0].Ga[0..SSING_ELEMENT       238    3798.079    185566.350    189364.429 
        MUL                           139    2152.423    112055.093    114207.516 
        ACC                            74    1309.596     62372.524     63682.119 
          REG                          25     362.744     33878.776     34241.520 
            RC_CG_HIER_INST83           1      11.593      3126.557      3138.150 
      Ca[0].Ga[0..SSING_ELEMENT       238    3798.079    183535.423    187333.502 
        MUL                           139    2152.423    110036.836    112189.259 
        ACC                            74    1309.596     62359.853     63669.449 
          REG                          25     362.744     33880.576     34243.320 
            RC_CG_HIER_INST99           1      11.593      3128.299      3139.893 
      Ca[0].Ga[0..SSING_ELEMENT       238    3798.079    185797.178    189595.257 
        MUL                           139    2152.423    112286.269    114438.691 
        ACC                            74    1309.596     62372.524     63682.119 
          REG                          25     362.744     33878.776     34241.520 
            RC_CG_HIER_INST67           1      11.593      3126.557      3138.150 
      Ca[0].Ga[0..SSING_ELEMENT       238    3798.079    183768.803    187566.881 
        MUL                           139    2152.423    110270.564    112422.986 
        ACC                            74    1309.596     62359.853     63669.449 
          REG                          25     362.744     33880.576     34243.320 
            RC_CG_HIER_INST66           1      11.593      3128.299      3139.893 
      Ca[0].Ga[0..SSING_ELEMENT       238    3798.079    185565.607    189363.686 
        MUL                           139    2152.423    112054.350    114206.772 
        ACC                            74    1309.596     62372.524     63682.119 
          REG                          25     362.744     33878.776     34241.520 
            RC_CG_HIER_INST50           1      11.593      3126.557      3138.150 
      Ca[0].Ga[0..SSING_ELEMENT       238    3798.079    183534.676    187332.754 
        MUL                           139    2152.423    110036.089    112188.511 
        ACC                            74    1309.596     62359.853     63669.449 
